,P001_WA1,P001_WA2,P001_WA3,P001_WA4,P001_WA5,P001_WA6,P001_WA7,P001_WA8,P001_WA9,P001_WB1,P001_WB2,P001_WB3,P001_WB4,P001_WB5,P001_WB6,P001_WB7,P001_WB8,P001_WB9,P001_WC1,P001_WC2,P001_WC3,P001_WC4,P001_WC5,P001_WC6,P001_WC7,P001_WC8,P001_WC9,P001_WD1,P001_WD2,P001_WD3,P001_WD4,P001_WD5,P001_WD6,P001_WD7,P001_WD8,P001_WD9,P001_WE1,P001_WE3,P001_WE4,P001_WE5,P001_WE6,P001_WE7,P001_WE8,P001_WE9,P001_WF1,P001_WF2,P001_WF3,P001_WF4,P001_WF5,P001_WF6,P001_WF7,P001_WF8,P001_WF9,P001_WG1,P001_WG2,P001_WG3,P001_WG4,P001_WG5,P001_WG6,P001_WG7,P001_WG8,P001_WH1,P001_WH2,P001_WH3,P001_WH4,P001_WH5,P001_WH6,P001_WH7,P001_WH8,P002_WA01,P002_WA02,P002_WA03,P002_WA04,P002_WA05,P002_WA06,P002_WA07,P002_WA08,P002_WA09,P002_WA10,P002_WA11,P002_WB01,P002_WB02,P002_WB03,P002_WB04,P002_WB05,P002_WB06,P002_WB07,P002_WB08,P002_WB09,P002_WB10,P002_WB11,P002_WC01,P002_WC02,P002_WC03,P002_WC04,P002_WC05,P002_WC06,P002_WC07,P002_WC09,P002_WC10,P002_WC11,P002_WD01,P002_WD02,P002_WD03,P002_WD04,P002_WD05,P002_WD06,P002_WD07,P002_WD08,P002_WD09,P002_WD10,P002_WE01,P002_WE02,P002_WE03,P002_WE04,P002_WE05,P002_WE06,P002_WE07,P002_WE08,P002_WE09,P002_WE10,P002_WF01,P002_WF02,P002_WF03,P002_WF04,P002_WF05,P002_WF06,P002_WF07,P002_WF08,P002_WF09,P002_WF10,P002_WG01,P002_WG02,P002_WG03,P002_WG04,P002_WG05,P002_WG06,P002_WG07,P002_WG08,P002_WG09,P002_WG10,P002_WH01,P002_WH02,P002_WH03,P002_WH04,P002_WH05,P002_WH06,P002_WH07,P002_WH08,P002_WH09,P002_WH10,P001_WE2,P002_WC08,P002_WD11
P002_WC11,0.1413428192,0.1405238722,0.1429277159,0.1415351075,0.1435083531,0.1418527091,0.1426835558,0.1418147296,0.1420730940,0.1429243077,0.1409158390,0.1378347064,0.1424098639,0.1412471608,0.1424470814,0.1429962517,0.1433069060,0.1428075008,0.1408568521,0.1401223526,0.1436297020,0.1387170326,0.1374570111,0.1435152862,0.1425788612,0.1422088537,0.1416486157,0.1352055555,0.1390519042,0.1438310343,0.1410420827,0.1420242635,0.1421569089,0.1447615639,0.1430399205,0.1343152970,0.1352851623,0.1415172783,0.1411287549,0.1389041986,0.1419990404,0.1416325994,0.1438727968,0.1331250442,0.1328349232,0.1405707514,0.1326729677,0.1413628596,0.1363416165,0.1417476438,0.1428430796,0.1404961859,0.1345654502,0.1425608698,0.1383709568,0.1310477465,0.1417821963,0.1367649200,0.1424304883,0.1441152632,0.1401048584,0.1426494177,0.1443547185,0.1331562475,0.1432281012,0.1433155988,0.1403174141,0.1412988498,0.1399591976,0.1406771622,0.1259634699,0.1394969557,0.1307362400,0.1414009308,0.1406171254,0.1393690106,0.1409372238,0.1359003494,0.1358452444,0.0247081025,0.1375989039,0.1301273207,0.1391501833,0.1417353283,0.1394553643,0.1404241213,0.1412206561,0.1434766975,0.1414299093,0.1204842041,0.0261037843,0.1296820952,0.1306754100,0.1429011550,0.1419587521,0.1395019519,0.1418848146,0.1430928471,0.1402881092,0.0907468931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WD01,0.0346637963,0.0344846909,0.0337499808,0.0311098135,0.0310317652,0.0330364470,0.0336929437,0.0341455317,0.0341255223,0.0354983275,0.0344638915,0.0320771571,0.0305731193,0.0306202895,0.0347463525,0.0356331765,0.0341096737,0.0336123119,0.0331987229,0.0342165244,0.0343037210,0.0303296676,0.0290893796,0.0340867742,0.0332530411,0.0351686981,0.0337035590,0.0331936645,0.0348276514,0.0337127478,0.0299973621,0.0302220250,0.0345667369,0.0355605047,0.0352789997,0.0475431816,0.0331742334,0.0328299788,0.0292930593,0.0324199316,0.0347496635,0.0349536256,0.0332000670,0.0471951466,0.0322688608,0.0329555296,0.0299708913,0.0314149348,0.0312627395,0.0346987290,0.0360106440,0.0332364887,0.0479669233,0.0345162477,0.0331716902,0.0304876860,0.0311502530,0.0347827468,0.0335694002,0.0348296722,0.0344917095,0.0341782060,0.0351508706,0.0276873972,0.0319349322,0.0325509657,0.0336705677,0.0347276892,0.0326357085,0.0336841557,0.0278534811,0.0338050311,0.0310852778,0.0339865321,0.0341991911,0.0335042117,0.0338630006,0.0338784336,0.0544915665,0.1331967494,0.0330415436,0.0275355266,0.0333596648,0.0334593008,0.0329915219,0.0341781649,0.0327276646,0.0350760932,0.0337470552,0.0474887322,0.1303380755,0.0295208970,0.0284096074,0.0338904318,0.0339307817,0.0328409843,0.0347501265,0.0351339761,0.0329979566,0.0397197903,0.1257946706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WD02,0.0360582046,0.0344622910,0.0354563595,0.0326240178,0.0311473263,0.0342188184,0.0347624726,0.0352337182,0.0352193898,0.0366952753,0.0339135813,0.0346813531,0.0311513632,0.0309499922,0.0352930366,0.0364075935,0.0354268247,0.0348367664,0.0336176719,0.0348804155,0.0348901855,0.0308253951,0.0290276008,0.0358851706,0.0353012180,0.0352280649,0.0350904790,0.0336842456,0.0342150704,0.0353806476,0.0303039995,0.0308387726,0.0362911604,0.0369388879,0.0356386685,0.0483854582,0.0340943528,0.0335622676,0.0307116893,0.0336603115,0.0364642491,0.0363598132,0.0351305010,0.0480388515,0.0311993604,0.0344027213,0.0292198626,0.0313960826,0.0316635774,0.0349556559,0.0375717929,0.0350998984,0.0484481077,0.0348189067,0.0344259306,0.0280303922,0.0308348466,0.0341867424,0.0345657456,0.0352434668,0.0359933004,0.0351812995,0.0358289658,0.0281924303,0.0316728623,0.0332953066,0.0345963950,0.0351515228,0.0342075396,0.0347688582,0.0273913315,0.0341444242,0.0308050270,0.0359364311,0.0345704389,0.0336966527,0.0361455517,0.0342419631,0.0554572938,0.1387257384,0.0346251434,0.0284358799,0.0348882901,0.0348447698,0.0352639338,0.0352863668,0.0341229784,0.0353534074,0.0338180128,0.0486333669,0.1364054191,0.0288506833,0.0275889350,0.0349176863,0.0348252795,0.0341854554,0.0354714766,0.0355653111,0.0346102234,0.0399791507,0.1304869296,0.0284807597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WD03,0.0186590851,0.0195754893,0.0223204402,0.0330374264,0.0325747693,0.0290856314,0.0202265381,0.0250264989,0.0280447166,0.0193477925,0.0187081429,0.0209169356,0.0315071792,0.0324649668,0.0273207607,0.0195839552,0.0252660429,0.0278119735,0.0174846765,0.0186085362,0.0235099569,0.0311777144,0.0305856125,0.0283041578,0.0193238959,0.0244389555,0.0278472874,0.0371735224,0.0185689960,0.0224820808,0.0307349069,0.0327298875,0.0283468531,0.0188234993,0.0249790828,0.0564919298,0.0362612381,0.0231653041,0.0312058281,0.0289066200,0.0271366077,0.0254796481,0.0253845958,0.0559350580,0.0344534341,0.0190568879,0.0382415552,0.0318447359,0.0281174337,0.0202109888,0.0249374826,0.0234587538,0.0564317827,0.0183590634,0.0180175919,0.0394832352,0.0323390390,0.0371859237,0.0198929021,0.0252851292,0.0239598467,0.0192643748,0.0189029802,0.0377265378,0.0328682542,0.0288759416,0.0199356576,0.0239865575,0.0273671598,0.0188121343,0.0369889244,0.0191809925,0.0334985166,0.0287943086,0.0176426221,0.0168500692,0.0156602480,0.0174347327,0.0625070467,0.1500108796,0.0174485726,0.0364284770,0.0182326443,0.0202172557,0.0227408101,0.0171567951,0.0167357904,0.0159070572,0.0175602364,0.0534306758,0.1480290762,0.0357991357,0.0376172879,0.0094495516,0.0198269107,0.0221114665,0.0170777782,0.0172030121,0.0181764474,0.0427442770,0.1433440781,0.0357410725,0.0368038188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WD04,0.0188383920,0.0181151406,0.0180539289,0.0304041061,0.0290842504,0.0264355130,0.0149012935,0.0220899565,0.0244652608,0.0198574207,0.0176137709,0.0156291334,0.0288374212,0.0293775311,0.0242173355,0.0189710460,0.0215656180,0.0240687791,0.0173736912,0.0184290650,0.0174443465,0.0274282803,0.0269293490,0.0254696663,0.0171515103,0.0213268536,0.0242406625,0.0343696890,0.0175212286,0.0170920386,0.0275080622,0.0286835099,0.0255017190,0.0193306535,0.0215460270,0.0544035077,0.0335937695,0.0167631625,0.0280092181,0.0263165384,0.0252322129,0.0220550773,0.0223441020,0.0531927543,0.0321442803,0.0176219155,0.0350305266,0.0294711650,0.0243849281,0.0148782863,0.0222166330,0.0212743631,0.0541956496,0.0179230526,0.0185105125,0.0357588512,0.0290263934,0.0332741867,0.0157214419,0.0217161280,0.0218909979,0.0190810061,0.0188700776,0.0349400899,0.0302784386,0.0254872365,0.0152854768,0.0208071667,0.0243460081,0.0183594017,0.0344700606,0.0183011985,0.0310747295,0.0256691039,0.0192117994,0.0178717658,0.0180955258,0.0179337613,0.0594616449,0.1462879787,0.0171928286,0.0348711006,0.0176840809,0.0148611868,0.0169209595,0.0183170935,0.0171110680,0.0180101109,0.0170587783,0.0502925222,0.1446963342,0.0331418075,0.0353649516,0.0185691097,0.0145469240,0.0164515028,0.0183166118,0.0187202143,0.0175944450,0.0408074968,0.1384615887,0.0322102994,0.0337042530,0.0196544333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WD05,0.0200096324,0.0198269540,0.0163455297,0.0309434885,0.0299875263,0.0276749027,0.0169615200,0.0233790911,0.0263497537,0.0205691192,0.0203884560,0.0152931573,0.0296267293,0.0298527160,0.0254110403,0.0216392424,0.0230955467,0.0257564940,0.0194186195,0.0197047813,0.0167597254,0.0289174340,0.0286608606,0.0263894359,0.0213236406,0.0226588274,0.0255771962,0.0357731272,0.0189882335,0.0172457105,0.0293663057,0.0300051254,0.0264420761,0.0213370934,0.0231089916,0.0548798636,0.0346258943,0.0157513713,0.0286003579,0.0275294904,0.0263282144,0.0236936755,0.0239998009,0.0535360935,0.0332460739,0.0194899130,0.0363143152,0.0307337121,0.0262047925,0.0170459547,0.0231456615,0.0237275175,0.0542107843,0.0199558769,0.0198522568,0.0369365243,0.0305122399,0.0345936198,0.0167855928,0.0229884074,0.0234575136,0.0206647869,0.0206689697,0.0355335420,0.0305169565,0.0268374962,0.0172553102,0.0216536478,0.0262162856,0.0192999395,0.0358758811,0.0200900913,0.0321359345,0.0266981114,0.0207496612,0.0197526394,0.0201900909,0.0190078789,0.0610411911,0.1474698496,0.0186732283,0.0349539063,0.0201529899,0.0170619154,0.0162557466,0.0196026486,0.0201392889,0.0200081777,0.0186052787,0.0513101341,0.1455403493,0.0341568096,0.0361855912,0.0198703616,0.0169808107,0.0155008343,0.0195919064,0.0204735817,0.0203993094,0.0410671147,0.1396065648,0.0335868216,0.0341403068,0.0215354652,0.0170119896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WD06,0.0178991615,0.0176760135,0.0220325322,0.0313082042,0.0307840675,0.0277657045,0.0207157613,0.0222843102,0.0260659284,0.0185704071,0.0168342228,0.0197682005,0.0299644076,0.0305041757,0.0257847382,0.0187707536,0.0232920532,0.0269419271,0.0163951704,0.0180143632,0.0210630823,0.0292454416,0.0290006555,0.0269486996,0.0184923899,0.0231245828,0.0256884095,0.0367359994,0.0167031120,0.0212620225,0.0290207189,0.0308627150,0.0270364191,0.0194137815,0.0237099189,0.0547000494,0.0353755842,0.0216146678,0.0294082995,0.0275374487,0.0265775302,0.0233994233,0.0244255020,0.0537045941,0.0344859870,0.0170986952,0.0368761281,0.0306793593,0.0271222286,0.0191749396,0.0239267100,0.0237696911,0.0549493162,0.0180197172,0.0168943636,0.0373565919,0.0303779309,0.0363225896,0.0192690319,0.0232918927,0.0228215471,0.0166446907,0.0183826309,0.0365331474,0.0311073240,0.0271791648,0.0192630448,0.0221996196,0.0253157926,0.0173078481,0.0362201328,0.0170512271,0.0316862965,0.0276824151,0.0156508546,0.0153803852,0.0162449956,0.0161381650,0.0608286680,0.1491047615,0.0164419575,0.0357391178,0.0179757767,0.0193182840,0.0206143057,0.0154937035,0.0152308245,0.0170709234,0.0162925325,0.0514470799,0.1469108212,0.0344540823,0.0347847585,0.0167866510,0.0192470417,0.0215833734,0.0142125278,0.0164606077,0.0174189787,0.0412015357,0.1408962200,0.0346134730,0.0348098811,0.0178351430,0.0183140305,0.0201405517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WD07,0.0182055387,0.0170238441,0.0200575524,0.0316566276,0.0305361059,0.0272525061,0.0188580240,0.0226391404,0.0248942632,0.0176919139,0.0167130453,0.0188427422,0.0302160550,0.0306523637,0.0247023527,0.0181371300,0.0227145510,0.0251763879,0.0165318898,0.0159248975,0.0214449536,0.0293198067,0.0281881578,0.0265113133,0.0178996863,0.0224347155,0.0252504146,0.0355756586,0.0159202553,0.0204865055,0.0295625454,0.0301533946,0.0260829915,0.0180219857,0.0231635765,0.0547117845,0.0342077823,0.0208056146,0.0296710102,0.0268547303,0.0254634601,0.0237588113,0.0231956149,0.0539589865,0.0329065063,0.0163038119,0.0373028452,0.0314148685,0.0264204378,0.0182554843,0.0240439410,0.0227752934,0.0543350351,0.0166047203,0.0168559137,0.0368676747,0.0308505900,0.0341300642,0.0195104438,0.0234131631,0.0227096551,0.0169502652,0.0177560172,0.0363254206,0.0309836575,0.0261704179,0.0189100656,0.0216251003,0.0249966777,0.0166561407,0.0356480918,0.0166822925,0.0320133998,0.0262066368,0.0167274330,0.0155469078,0.0162546879,0.0157811248,0.0603827181,0.1467752742,0.0160125773,0.0348696020,0.0157831674,0.0185004905,0.0195707279,0.0158010639,0.0147437489,0.0153328715,0.0153047020,0.0514449941,0.1443655013,0.0341749238,0.0356154208,0.0160588398,0.0177060548,0.0198748237,0.0158436820,0.0155360312,0.0164729525,0.0411127460,0.1396264304,0.0334060427,0.0342912633,0.0175629047,0.0177291654,0.0190413606,0.0160022295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WD08,0.0170045002,0.0176500092,0.0212977091,0.0320533078,0.0301691669,0.0269928478,0.0187160370,0.0225290848,0.0254779724,0.0179115539,0.0157667536,0.0189755978,0.0298956560,0.0308043722,0.0246609883,0.0178487097,0.0235234264,0.0258932140,0.0164635742,0.0176653976,0.0221855691,0.0289744787,0.0282859273,0.0271143892,0.0177793168,0.0233342287,0.0255133343,0.0358621364,0.0164671137,0.0211068283,0.0287237219,0.0307459594,0.0266682523,0.0175102513,0.0235561716,0.0542153028,0.0354457610,0.0208885294,0.0301342830,0.0269558605,0.0258644090,0.0235709446,0.0241567200,0.0534592634,0.0329729008,0.0162687231,0.0373511838,0.0312067323,0.0253617627,0.0189885049,0.0232437464,0.0234396581,0.0539706602,0.0172282600,0.0167265504,0.0371226515,0.0309386991,0.0348907207,0.0191680043,0.0238159388,0.0228766512,0.0172082945,0.0179710796,0.0356470907,0.0310449519,0.0265311957,0.0199356048,0.0213214611,0.0259818719,0.0164010431,0.0354210418,0.0169136559,0.0314661694,0.0269839539,0.0168365782,0.0158346391,0.0146415016,0.0146357016,0.0596640237,0.1468068153,0.0164108995,0.0351472414,0.0165581939,0.0187913851,0.0196598530,0.0161909084,0.0155685483,0.0151830205,0.0150951899,0.0507275747,0.1443031263,0.0340985673,0.0352109127,0.0150512438,0.0192503411,0.0199341827,0.0154565731,0.0154067629,0.0161233160,0.0412484190,0.1382615614,0.0336483037,0.0346628873,0.0162230845,0.0171917733,0.0198385876,0.0155524374,0.0150032655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WD09,0.0180218861,0.0169861767,0.0199878287,0.0303784146,0.0294066966,0.0270507639,0.0191596796,0.0225174700,0.0250100468,0.0187532674,0.0165095195,0.0184813861,0.0293487152,0.0297090002,0.0249666197,0.0185912784,0.0236770645,0.0252553361,0.0165514034,0.0173290339,0.0210371463,0.0283818264,0.0280899256,0.0259559942,0.0175757883,0.0229616727,0.0245635332,0.0365729041,0.0169073750,0.0199143944,0.0289625069,0.0298155312,0.0258628980,0.0184017096,0.0233864997,0.0536747225,0.0349502974,0.0193640638,0.0289167778,0.0266693288,0.0251808355,0.0234291070,0.0240464553,0.0529357592,0.0329616599,0.0167949391,0.0357840696,0.0303746167,0.0259386990,0.0183745352,0.0238632470,0.0235529338,0.0539154196,0.0166315576,0.0174083364,0.0363634273,0.0297251042,0.0345841350,0.0188250541,0.0224623805,0.0228579938,0.0184465223,0.0181843438,0.0356208007,0.0296380786,0.0255543586,0.0191732847,0.0213253864,0.0254656844,0.0171409288,0.0357200734,0.0170127940,0.0314328317,0.0259632419,0.0160242843,0.0151131986,0.0171325541,0.0161274044,0.0597196409,0.1470018328,0.0163878551,0.0348965909,0.0177970036,0.0184682992,0.0195307075,0.0158018478,0.0169219613,0.0163031780,0.0142581937,0.0510940762,0.1446430491,0.0339369638,0.0351842914,0.0164935543,0.0181360105,0.0200585229,0.0166049843,0.0168677343,0.0139030766,0.0405207276,0.1389044115,0.0330340219,0.0339126905,0.0174596511,0.0179506023,0.0191881801,0.0172281552,0.0158719587,0.0162827069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WD10,0.0559474204,0.0552185033,0.0575767595,0.0560762067,0.0550960135,0.0546511475,0.0567528836,0.0556202013,0.0543220904,0.0574374142,0.0548001959,0.0546609403,0.0550044565,0.0563237884,0.0556653980,0.0576507896,0.0564383825,0.0559863849,0.0537791064,0.0543422424,0.0564208742,0.0533238087,0.0534560367,0.0568491642,0.0561158313,0.0559501401,0.0550207855,0.0539437919,0.0547364518,0.0566238142,0.0544897246,0.0563962383,0.0564877647,0.0572480019,0.0559733794,0.0229578288,0.0557897867,0.0553591502,0.0545710438,0.0534722046,0.0565860354,0.0556401515,0.0563057037,0.0228529008,0.0518295259,0.0552485155,0.0533808440,0.0561309236,0.0532285231,0.0563153038,0.0566446733,0.0550567061,0.0233284757,0.0557487803,0.0537702843,0.0519020652,0.0558168545,0.0542150765,0.0558283569,0.0555736514,0.0553999214,0.0564066718,0.0568476200,0.0505629467,0.0563677770,0.0553996623,0.0552603458,0.0549662466,0.0540864737,0.0549064643,0.0489207599,0.0547837436,0.0480950837,0.0559009257,0.0551203614,0.0542941598,0.0553168406,0.0533522741,0.0522142954,0.1435146519,0.0540142964,0.0507717487,0.0550557390,0.0552724960,0.0547970781,0.0551625615,0.0538483221,0.0559173840,0.0537743606,0.0455911565,0.1400808947,0.0501999349,0.0508898249,0.0545910906,0.0559517886,0.0541934805,0.0554612738,0.0562684718,0.0551050190,0.0376372806,0.1354335873,0.0487179532,0.0493142020,0.0559982913,0.0537171134,0.0552873483,0.0549150688,0.0540062566,0.0538403364,0.0534711002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WE01,0.0362160027,0.0356737819,0.0352035840,0.0309828989,0.0307200391,0.0343459212,0.0346219098,0.0350724358,0.0347230992,0.0371326013,0.0349398286,0.0336498987,0.0299579963,0.0302144027,0.0350865001,0.0361541562,0.0351892733,0.0352126519,0.0336191911,0.0350419912,0.0352317255,0.0296265237,0.0291852417,0.0355977852,0.0343661089,0.0352012778,0.0342356458,0.0343545430,0.0347208617,0.0349369260,0.0307055087,0.0305214238,0.0361114790,0.0360093646,0.0358511252,0.0497773503,0.0370013221,0.0338431780,0.0299545292,0.0327057101,0.0365036600,0.0353734633,0.0355848408,0.0487549251,0.0322472826,0.0352910049,0.0295908453,0.0313604351,0.0311900782,0.0350985992,0.0368349935,0.0345194244,0.0491215976,0.0355128313,0.0344560844,0.0293216786,0.0307702240,0.0342794982,0.0342458258,0.0347435859,0.0357151346,0.0357975994,0.0363609486,0.0293556491,0.0307757191,0.0327845209,0.0351142409,0.0348292506,0.0332150526,0.0347010686,0.0288825636,0.0348258378,0.0318489241,0.0350857600,0.0350598070,0.0344054129,0.0354887601,0.0340762642,0.0569158019,0.1384129437,0.0344491966,0.0306398569,0.0346236355,0.0341145171,0.0346496685,0.0351979899,0.0339906688,0.0341481623,0.0346926172,0.0488821191,0.1357663328,0.0301650373,0.0300190536,0.0345558222,0.0344149477,0.0347831473,0.0356132784,0.0364252580,0.0351146011,0.0393247664,0.1307745288,0.0273206585,0.0276484302,0.0360320998,0.0330151493,0.0349271548,0.0349689452,0.0343010978,0.0341562984,0.0337400409,0.0499763670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WE02,0.0363310204,0.0351852654,0.0368627398,0.0318749690,0.0306081061,0.0342079926,0.0362742401,0.0353848394,0.0345842256,0.0381410919,0.0346196428,0.0338124534,0.0301826781,0.0305906339,0.0361197735,0.0376636221,0.0360640819,0.0351380617,0.0343933063,0.0355556028,0.0355217912,0.0306266469,0.0284366963,0.0363546909,0.0360474561,0.0363087717,0.0350396650,0.0347689577,0.0347986762,0.0361954746,0.0302790063,0.0307003855,0.0369736116,0.0376837420,0.0361798791,0.0485098933,0.0356521998,0.0349287812,0.0298040131,0.0336343058,0.0369121341,0.0364510861,0.0367667875,0.0476722138,0.0310939964,0.0347980095,0.0293753764,0.0315386633,0.0321332176,0.0362916508,0.0367202354,0.0362324175,0.0492238222,0.0361866377,0.0349990813,0.0291324849,0.0307171406,0.0345296076,0.0355713493,0.0365494831,0.0358492306,0.0363386695,0.0365243706,0.0274908486,0.0317743887,0.0339080391,0.0364130647,0.0352721793,0.0346392486,0.0353142292,0.0280648642,0.0347240877,0.0303538029,0.0364165915,0.0352143365,0.0346960985,0.0356643419,0.0333022804,0.0565651496,0.1383877367,0.0346915452,0.0274158136,0.0348884159,0.0349465113,0.0346580880,0.0355048823,0.0352637547,0.0360994059,0.0351005490,0.0479724009,0.1347297901,0.0278228372,0.0271854514,0.0352171563,0.0358535475,0.0349675577,0.0354806499,0.0358067468,0.0349767646,0.0391590785,0.1305619319,0.0278792011,0.0259107321,0.0364867823,0.0334916497,0.0355229416,0.0353072296,0.0352626045,0.0353687818,0.0346531882,0.0496078692,0.0283965189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WE03,0.0328493510,0.0315806103,0.0331703623,0.0338473585,0.0319326073,0.0315168651,0.0328890425,0.0320058983,0.0317924666,0.0342828879,0.0308580641,0.0305037661,0.0320802627,0.0324216746,0.0299137057,0.0332686885,0.0328966627,0.0312920708,0.0309413792,0.0327180508,0.0331822212,0.0319068568,0.0307247822,0.0301155346,0.0325620717,0.0329341216,0.0310059921,0.0298908774,0.0317363391,0.0331901210,0.0322074414,0.0327352305,0.0304299465,0.0334370566,0.0328208213,0.0492238877,0.0309126103,0.0316543902,0.0316247827,0.0314714806,0.0313812398,0.0334194638,0.0331088324,0.0482567943,0.0286879015,0.0311403231,0.0330681003,0.0336335721,0.0307183370,0.0329751125,0.0339162195,0.0320085291,0.0487196903,0.0321743922,0.0314849975,0.0331219920,0.0325403371,0.0300202447,0.0321019849,0.0321325124,0.0328367011,0.0313782360,0.0336187635,0.0329155584,0.0322371039,0.0316351726,0.0326306929,0.0320964635,0.0309621762,0.0312514049,0.0303186814,0.0315099122,0.0263043197,0.0297602198,0.0319860832,0.0305455504,0.0313740883,0.0309069804,0.0566593422,0.1384346341,0.0315593488,0.0327040496,0.0316403290,0.0318145663,0.0324078691,0.0316251783,0.0312680529,0.0316530932,0.0318441996,0.0479483709,0.1355690852,0.0321361891,0.0323114994,0.0317317892,0.0318830136,0.0329138708,0.0316903789,0.0326863420,0.0311976060,0.0390171474,0.1300100254,0.0313714353,0.0311517551,0.0331727526,0.0306329433,0.0319387858,0.0309551161,0.0312221247,0.0315556291,0.0313039885,0.0487850623,0.0314971517,0.0313325238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WE04,0.0231181466,0.0227734433,0.0242730275,0.0310312534,0.0304220046,0.0270722466,0.0229194317,0.0202181620,0.0252372472,0.0244187360,0.0228343475,0.0220810451,0.0300233834,0.0309586913,0.0246005187,0.0242049602,0.0208492654,0.0247802022,0.0222394199,0.0219193859,0.0241655963,0.0290444827,0.0290148631,0.0261704347,0.0233178706,0.0199274726,0.0249301393,0.0364381172,0.0220026034,0.0241014753,0.0295064438,0.0306754250,0.0263224556,0.0236778315,0.0206437269,0.0550924497,0.0358621983,0.0233223077,0.0295796023,0.0262745942,0.0255611581,0.0219705310,0.0207712674,0.0540865808,0.0344050141,0.0227324469,0.0379716305,0.0306048024,0.0253668006,0.0226904239,0.0212150786,0.0189375024,0.0550502038,0.0219848115,0.0227676367,0.0382250943,0.0305994114,0.0368710255,0.0223451151,0.0209846752,0.0205496900,0.0240742453,0.0235664250,0.0364150339,0.0305903529,0.0268014786,0.0220949426,0.0194310933,0.0245516317,0.0227226928,0.0360333990,0.0229659425,0.0325786046,0.0262680091,0.0227403493,0.0228191088,0.0230957747,0.0214216397,0.0602324335,0.1488297168,0.0215249002,0.0355119555,0.0228256316,0.0225945674,0.0228078201,0.0229675059,0.0227149281,0.0230693932,0.0217436687,0.0510742242,0.1462919476,0.0346025509,0.0352880902,0.0233413628,0.0221062282,0.0231025798,0.0225357729,0.0240224073,0.0230785466,0.0407899296,0.1411515858,0.0344614055,0.0342564139,0.0240285730,0.0218221687,0.0233523234,0.0227290802,0.0222164123,0.0226724021,0.0221838042,0.0548489626,0.0349151031,0.0356286150,0.0315570115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WE05,0.0250537816,0.0254292613,0.0248982392,0.0334774881,0.0326182893,0.0291083456,0.0254386368,0.0243434752,0.0272700153,0.0259643789,0.0254867871,0.0237829525,0.0316220893,0.0324686032,0.0261787196,0.0259670511,0.0233561097,0.0262196260,0.0240377195,0.0236764684,0.0271484990,0.0317984145,0.0302693661,0.0273703818,0.0255039120,0.0243005133,0.0268112972,0.0379666137,0.0232903328,0.0257105620,0.0319597193,0.0322432882,0.0285812037,0.0257406092,0.0240754458,0.0573997638,0.0371956502,0.0260696837,0.0311196135,0.0290187314,0.0279952098,0.0231818979,0.0241984297,0.0570567264,0.0361573640,0.0246166738,0.0390496998,0.0330492984,0.0278279254,0.0248370582,0.0237711340,0.0217873094,0.0575244419,0.0249789577,0.0238383132,0.0395966524,0.0326241416,0.0381014084,0.0243249459,0.0232631151,0.0230876510,0.0257194036,0.0253226020,0.0382487337,0.0330203476,0.0282259987,0.0246613206,0.0238664235,0.0270882090,0.0246301337,0.0375142591,0.0249219224,0.0336535758,0.0287320459,0.0246548742,0.0249216598,0.0248387043,0.0246113185,0.0624307169,0.1500251661,0.0233634984,0.0376111105,0.0240731448,0.0249337134,0.0252769229,0.0253445895,0.0231289973,0.0249359950,0.0244330118,0.0525969665,0.1485929112,0.0371800011,0.0365966854,0.0252871562,0.0237119334,0.0251173171,0.0243070597,0.0260924601,0.0257788724,0.0422207443,0.1421544350,0.0354413950,0.0371449273,0.0253734728,0.0235811105,0.0249086794,0.0250449282,0.0240599999,0.0250657497,0.0252142908,0.0574352145,0.0374311766,0.0375099748,0.0335857942,0.0230711985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
