,Griffinia_hyacinthina,Griffinia_rochae,Griffinia_nocturna,H_cipoanum_119_cpgenome_annotated_3.0,NG4400_Hip_dutilh,BEL4494_Zeph_mesoch,NG243_Zeph_montana,NG5471_Zeph_monantha,NG4932_Zeph_advena,NG2811_Zeph_cisand,NG4922_Zeph_tenuif,Rhodolirium_laetum,NG1022_Pap_laeta,NG1069_Pap_laeta,Traubia_modesta,OG2_i1_Tra_modesta,OG2_i2_Tra_modesta,OG2_i3_Tra_modesta,Rhodolirium_montanum,OG1_i2_Rho_montan,OG1_i3_Rho_montan,OG1_i4_Rho_montan,OG3_i1_Rho_andico,OG3_i2_Rho_andico,P001_WA1,P001_WB1,P001_WC1,P001_WD1,P001_WE1,P001_WF1,P001_WG1,P001_WH1,P001_WA2,P001_WB2,P001_WC2,P001_WD2,P001_WE2,P001_WF2,P001_WG2,P001_WH2,P001_WA3,P001_WB3,P001_WC3,P001_WD3,P001_WE3,P001_WF3,P001_WG3,P001_WH3,P001_WA4,P001_WB4,P001_WC4,P001_WD4,P001_WE4,P001_WF4,P001_WG4,P001_WH4,P001_WA5,P001_WB5,P001_WC5,P001_WD5,P001_WE5,P001_WF5,P001_WG5,P001_WH5,P001_WA6,P001_WB6,P001_WC6,P001_WD6,P001_WE6,P001_WF6,P001_WG6,P001_WH6,P001_WA7,P001_WB7,P001_WC7,P001_WD7,P001_WE7,P001_WF7,P001_WG7,P001_WH7,P001_WA8,P001_WB8,P001_WC8,P001_WD8,P001_WE8,P001_WF8,P001_WG8,P001_WH8,P001_WA9,P001_WB9,P001_WC9,P002_WA01,P002_WB01,P002_WC01,P002_WE01,P002_WD01,P002_WF01,P002_WG01,P002_WH01,P002_WA02,P002_WB02,P002_WC02,P002_WD02,P002_WE02,P002_WF02,P002_WG02,P002_WH02,P002_WA03,P002_WB03,P002_WC03,P002_WD03,P002_WE03,P002_WF03,P002_WG03,P002_WH03,P002_WA04,P002_WB04,P002_WC04,P002_WD04,P002_WE04,P002_WF04,P002_WG04,P002_WH04,P002_WA05,P002_WB05,P002_WC05,P002_WD05,P002_WE05,P002_WF05,P002_WG05,P002_WH05,P002_WA06,P002_WB06,P002_WC06,P002_WD06,P002_WE06,P002_WF06,P002_WG06,P002_WH06,P002_WA07,P002_WB07,P002_WC07,P002_WD07,P002_WE07,P002_WF07,P002_WG07,P002_WH07,P002_WA08,P002_WB08,P002_WC08,P002_WD08,P002_WE08,P002_WF08,P002_WG08,P002_WH08,P002_WA09,P002_WB09,P002_WC09,P002_WD09,P002_WE09,P002_WF09
P001_WC3,0.0109132565,0.0108359785,0.0120000530,0.0089742805,0.0091479610,0.0097126819,0.0097065879,0.0086655697,0.0099547436,0.0095990510,0.0094820849,0.0059953426,0.0057103381,0.0054259149,0.0056495213,0.0054470606,0.0054836812,0.0054304828,0.0034013344,0.0032948728,0.0033046427,0.0033100807,0.0036719099,0.0037547709,0.0019232469,0.0019154775,0.0020100998,0.0017189161,0.0017665289,0.0017760661,0.0020021159,0.0020320989,0.0020141661,0.0019468601,0.0019554491,0.0020304141,0.0019351362,0.0019778624,0.0018212216,0.0018784250,0.0000000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WD3,0.0108584114,0.0108391714,0.0119425000,0.0089764102,0.0091209253,0.0097139421,0.0097459274,0.0086405170,0.0099804793,0.0095519084,0.0094287570,0.0060154536,0.0057381744,0.0054148935,0.0056197404,0.0053518128,0.0054372234,0.0053725692,0.0034038116,0.0032801516,0.0032963518,0.0032958582,0.0036541476,0.0037422339,0.0019625972,0.0019547320,0.0019080831,0.0017459766,0.0017258012,0.0017794512,0.0019862909,0.0020570593,0.0020381782,0.0019857294,0.0019228374,0.0020061663,0.0019769062,0.0020163414,0.0017854468,0.0018321547,0.0000941256,0.0000552544,0.0000940437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WE3,0.0109170721,0.0108668930,0.0120042463,0.0090084822,0.0091403186,0.0097543039,0.0097065030,0.0087013320,0.0099781904,0.0095901568,0.0095138025,0.0060210033,0.0057315266,0.0054198094,0.0056750803,0.0054543097,0.0055063511,0.0054707401,0.0034096211,0.0032958972,0.0033057505,0.0033111870,0.0036724398,0.0037614911,0.0019238884,0.0019161164,0.0019876205,0.0017117910,0.0017590315,0.0017697654,0.0020028308,0.0020327768,0.0020136963,0.0019472695,0.0019548986,0.0020312674,0.0019349088,0.0019786943,0.0018219731,0.0018781446,0.0000000000,0.0000000000,0.0000000000,0.0000940606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WF3,0.0106855389,0.0105035532,0.0117802863,0.0085509443,0.0086419626,0.0092975626,0.0094054077,0.0082975722,0.0095218085,0.0091853944,0.0089247956,0.0057616539,0.0054572297,0.0051078644,0.0051992802,0.0049972099,0.0050414756,0.0049675720,0.0030520168,0.0029835835,0.0029385784,0.0030076143,0.0032949832,0.0032957700,0.0027858507,0.0027780263,0.0028816796,0.0026289728,0.0026785825,0.0026620932,0.0029187045,0.0029498729,0.0029114815,0.0028431304,0.0028157384,0.0028971358,0.0028048911,0.0028603050,0.0027704070,0.0027717901,0.0028339583,0.0028423735,0.0028429072,0.0028039899,0.0028444844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WG3,0.0107800514,0.0105014770,0.0118806034,0.0086492085,0.0088162741,0.0094946137,0.0092547509,0.0084448110,0.0098727490,0.0092774478,0.0091264115,0.0057395742,0.0056787289,0.0050184085,0.0052853538,0.0052577004,0.0052808533,0.0052907690,0.0032326983,0.0031567368,0.0031276929,0.0031791554,0.0035098634,0.0035311897,0.0028578189,0.0028500105,0.0029221943,0.0028341068,0.0029023144,0.0028581871,0.0029843649,0.0030140990,0.0029754470,0.0029161204,0.0030302168,0.0029651171,0.0028592379,0.0030738210,0.0028052749,0.0029703491,0.0030381933,0.0030397493,0.0030398452,0.0030107439,0.0030487081,0.0001874830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WH3,0.0107369086,0.0105361704,0.0117210395,0.0086105921,0.0087389376,0.0092288648,0.0093975462,0.0084770851,0.0096178358,0.0092480502,0.0090011497,0.0057854038,0.0055350629,0.0051471662,0.0052532658,0.0050377531,0.0050755318,0.0050893499,0.0031006213,0.0029436654,0.0029806486,0.0029842697,0.0032451490,0.0033507494,0.0028548693,0.0028469393,0.0029429371,0.0027205885,0.0026874288,0.0027635171,0.0029912617,0.0030136054,0.0029931091,0.0029616172,0.0028860251,0.0029582200,0.0028983244,0.0029343119,0.0028471587,0.0028417368,0.0028788183,0.0028879460,0.0028973168,0.0028687823,0.0029047034,0.0001821633,0.0003325193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WA4,0.0107284593,0.0107674293,0.0117291027,0.0087927020,0.0090804192,0.0095630016,0.0095405066,0.0085546032,0.0097471214,0.0094946993,0.0091401328,0.0058510896,0.0057416973,0.0053650683,0.0053711403,0.0053591788,0.0054486508,0.0053855177,0.0034112752,0.0032714442,0.0033087126,0.0032955979,0.0036591507,0.0037307554,0.0019984324,0.0019903912,0.0020154309,0.0017599310,0.0017363974,0.0018191184,0.0020866998,0.0020866496,0.0020729618,0.0020479784,0.0019500779,0.0020573969,0.0019824333,0.0020448329,0.0017688467,0.0019459925,0.0004011913,0.0004012557,0.0004005999,0.0004433304,0.0004005935,0.0028544690,0.0028808096,0.0029722236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WB4,0.0109743866,0.0108462127,0.0119871524,0.0089147535,0.0091208085,0.0096851711,0.0096820629,0.0086968166,0.0099586498,0.0095270302,0.0095158259,0.0059976225,0.0056891420,0.0054805439,0.0056677586,0.0054954127,0.0055332463,0.0054486553,0.0034034368,0.0033042185,0.0032985816,0.0033194069,0.0036724802,0.0037560690,0.0019396167,0.0019318438,0.0020259546,0.0017119025,0.0017677608,0.0017700908,0.0020495222,0.0020795573,0.0020620796,0.0019317863,0.0019402654,0.0020150326,0.0019440114,0.0019944481,0.0018363346,0.0018934918,0.0002330132,0.0002345819,0.0002324572,0.0002589094,0.0002325545,0.0028440260,0.0030492875,0.0029141018,0.0001683209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WC4,0.0109838899,0.0109432762,0.0120846391,0.0089776682,0.0091784521,0.0097677851,0.0097445607,0.0087145014,0.0100139475,0.0096099137,0.0095182163,0.0060270564,0.0057578255,0.0054871145,0.0056886659,0.0054936774,0.0055065657,0.0055090751,0.0034377321,0.0033306604,0.0033411241,0.0033458602,0.0037040014,0.0037831738,0.0019491438,0.0019413638,0.0020441117,0.0017365153,0.0017535475,0.0017947918,0.0020670856,0.0020967347,0.0020796640,0.0019494443,0.0019581788,0.0020336291,0.0019607483,0.0020113604,0.0018549843,0.0019125249,0.0002487841,0.0002504428,0.0002481917,0.0003455995,0.0002482688,0.0028769841,0.0030835568,0.0029240789,0.0002406634,0.0000775647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WD4,0.0109091177,0.0108579708,0.0120039995,0.0089278148,0.0090806377,0.0096589566,0.0096282853,0.0085877569,0.0098707825,0.0095064285,0.0093759262,0.0059512104,0.0056692484,0.0054137391,0.0055971332,0.0053991361,0.0054152479,0.0054152683,0.0033292958,0.0032291905,0.0032398149,0.0032459908,0.0035632600,0.0036441028,0.0018644819,0.0018566993,0.0019436683,0.0016206105,0.0016819173,0.0016775771,0.0019433604,0.0019734867,0.0019553665,0.0018488153,0.0018645723,0.0019479723,0.0018437676,0.0019266171,0.0017306767,0.0018184004,0.0001710580,0.0001721286,0.0001706440,0.0002198327,0.0001629495,0.0027622279,0.0029670003,0.0027952501,0.0003609938,0.0001940526,0.0002097794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WE4,0.0109475061,0.0108984443,0.0120098997,0.0089839189,0.0091201759,0.0097009598,0.0097188838,0.0086548984,0.0099783267,0.0095426471,0.0095125960,0.0059805853,0.0056868383,0.0054465640,0.0056430150,0.0054318250,0.0054687172,0.0054487389,0.0033869768,0.0032877874,0.0032825886,0.0033029992,0.0036478121,0.0037319075,0.0019158081,0.0019080375,0.0020028562,0.0016884472,0.0017345589,0.0017457004,0.0020102623,0.0020246614,0.0020228199,0.0019148894,0.0019245071,0.0020078711,0.0018961778,0.0019865891,0.0017904853,0.0018712021,0.0001941228,0.0001953728,0.0001936717,0.0002824198,0.0001937408,0.0028204217,0.0030319287,0.0028803187,0.0003764641,0.0002092470,0.0002249672,0.0001396785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WF4,0.0108571948,0.0108989795,0.0119608675,0.0089419147,0.0091165876,0.0097009753,0.0096547524,0.0085996594,0.0099459137,0.0094346546,0.0094634329,0.0060244518,0.0057104851,0.0054136576,0.0056437369,0.0054472957,0.0054611095,0.0054377132,0.0034068405,0.0032833521,0.0032451737,0.0032978620,0.0036450415,0.0037081220,0.0019007860,0.0018929643,0.0019101026,0.0016471889,0.0017156822,0.0017103823,0.0019798120,0.0019948922,0.0019920718,0.0018439570,0.0018993432,0.0019770395,0.0018625779,0.0019552304,0.0017097157,0.0018532674,0.0003209573,0.0003226951,0.0003203304,0.0004100760,0.0003203805,0.0028191264,0.0030252362,0.0028089589,0.0004749744,0.0003438989,0.0003599173,0.0002658954,0.0003046281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WG4,0.0109755763,0.0108957318,0.0120749158,0.0089800314,0.0091831983,0.0097581056,0.0097639947,0.0087073989,0.0099847558,0.0096247587,0.0095228244,0.0060261365,0.0057183265,0.0054178382,0.0057039898,0.0055111576,0.0055417104,0.0055171275,0.0034244391,0.0033488840,0.0033356964,0.0033642415,0.0037016390,0.0037698132,0.0019073881,0.0018996202,0.0020021739,0.0017571595,0.0018060703,0.0018237440,0.0020329160,0.0020625435,0.0020452212,0.0019621185,0.0019708966,0.0020538041,0.0019341800,0.0020007594,0.0018210784,0.0019020521,0.0003570369,0.0003594612,0.0003561910,0.0004547926,0.0003563068,0.0028807702,0.0030867122,0.0029369487,0.0005288304,0.0003950929,0.0004108587,0.0003180285,0.0003563339,0.0003749629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WH4,0.0109319601,0.0108705394,0.0120113162,0.0090100484,0.0091258352,0.0097591955,0.0097658817,0.0087207023,0.0099768689,0.0096612878,0.0095363545,0.0060427838,0.0057180351,0.0054123600,0.0056822347,0.0054433868,0.0054540081,0.0054695023,0.0033946269,0.0032657990,0.0032900151,0.0033116323,0.0036719784,0.0036905256,0.0018667521,0.0018589600,0.0019540029,0.0017320940,0.0017988785,0.0018050860,0.0019692441,0.0019993036,0.0019641209,0.0020043080,0.0019129543,0.0019967121,0.0018985443,0.0019450383,0.0018268139,0.0018255612,0.0003502061,0.0003832887,0.0003806361,0.0004482112,0.0003805001,0.0028209068,0.0029929245,0.0029628747,0.0005690384,0.0004197264,0.0004357509,0.0003346123,0.0003884396,0.0003996166,0.0000388123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WA5,0.0109699480,0.0108943931,0.0120688638,0.0089906415,0.0091802275,0.0097613260,0.0097682117,0.0087072366,0.0099949824,0.0096247587,0.0095307030,0.0060220994,0.0057151904,0.0054171201,0.0057079070,0.0055085482,0.0055467790,0.0055220144,0.0034225746,0.0033468038,0.0033339037,0.0033619692,0.0037010459,0.0037673192,0.0019138502,0.0019060876,0.0020008076,0.0017568043,0.0018056146,0.0018229988,0.0020315290,0.0020614247,0.0020441086,0.0019607903,0.0019695565,0.0020526863,0.0019341346,0.0020001522,0.0018198322,0.0019009018,0.0003568292,0.0003592507,0.0003560008,0.0004545503,0.0003561193,0.0028803654,0.0030847887,0.0029349972,0.0005287711,0.0003949155,0.0004107982,0.0003178608,0.0003560939,0.0003747083,0.0000000000,0.0000387916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WB5,0.0109979871,0.0108898808,0.0120258384,0.0090113747,0.0091042054,0.0096869757,0.0097053133,0.0086311471,0.0099199610,0.0095282621,0.0094283111,0.0060041851,0.0057292200,0.0053901085,0.0057227103,0.0055145851,0.0055286815,0.0055209915,0.0034059152,0.0032835364,0.0032939684,0.0032986777,0.0036839318,0.0037736762,0.0019209364,0.0019131764,0.0019999786,0.0017406151,0.0017734957,0.0017598491,0.0019919105,0.0020219090,0.0019965296,0.0019445178,0.0019060056,0.0019973375,0.0019651383,0.0019449265,0.0018425314,0.0018845497,0.0007139900,0.0007188039,0.0007124034,0.0007449113,0.0007125855,0.0028721797,0.0030681705,0.0029023893,0.0008495147,0.0007669294,0.0007909565,0.0006670734,0.0007202571,0.0007342272,0.0007742805,0.0007611430,0.0007737533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WC5,0.0109359794,0.0108269196,0.0119587603,0.0089987805,0.0090883697,0.0096727163,0.0096967842,0.0086405473,0.0098910134,0.0094971856,0.0094274781,0.0059593486,0.0056829742,0.0053632265,0.0056617965,0.0054524526,0.0054637433,0.0054597422,0.0033369117,0.0032145674,0.0032247831,0.0032297209,0.0035967847,0.0036893758,0.0018983551,0.0018905926,0.0019774066,0.0016867549,0.0017183032,0.0017049576,0.0019382682,0.0019683028,0.0019429304,0.0018902439,0.0018515817,0.0019435506,0.0019104345,0.0018910679,0.0017886772,0.0018297379,0.0006676623,0.0006720446,0.0006661213,0.0006980159,0.0006663484,0.0028567386,0.0030532276,0.0028865169,0.0008015941,0.0007206426,0.0007446358,0.0006207101,0.0006661151,0.0006874782,0.0007280249,0.0007148072,0.0007275348,0.0000618474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WD5,0.0108814408,0.0108468465,0.0119682773,0.0089279823,0.0090549816,0.0096734548,0.0096978001,0.0086232383,0.0099168382,0.0095033240,0.0094766011,0.0059330445,0.0056299397,0.0053917292,0.0056740935,0.0054677761,0.0054885079,0.0054792354,0.0033709859,0.0032484489,0.0032431639,0.0032636878,0.0036598238,0.0037392739,0.0018533458,0.0018455774,0.0019013250,0.0016413047,0.0016966507,0.0016982084,0.0020017326,0.0020320882,0.0020146881,0.0019000469,0.0018922395,0.0019841475,0.0018499137,0.0019628754,0.0017427227,0.0018466889,0.0007146775,0.0007195119,0.0007209559,0.0007607361,0.0007134085,0.0027732135,0.0029680541,0.0028420610,0.0008418480,0.0007367990,0.0007530666,0.0006444135,0.0007055820,0.0006952682,0.0007440818,0.0007542435,0.0007435804,0.0002476461,0.0002322501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WE5,0.0108217841,0.0106205594,0.0119955107,0.0089822480,0.0091158796,0.0096764083,0.0096928330,0.0086159976,0.0100120278,0.0094571095,0.0093831960,0.0060134195,0.0057105733,0.0053476732,0.0055821704,0.0053881622,0.0054186173,0.0053478759,0.0033066882,0.0032394476,0.0032793899,0.0032534429,0.0035731478,0.0036747091,0.0016629392,0.0016629392,0.0017658974,0.0016436431,0.0017409591,0.0016668713,0.0017813246,0.0018116408,0.0017755791,0.0017080974,0.0017772860,0.0017278457,0.0016675603,0.0018419676,0.0017713349,0.0017524915,0.0018549138,0.0018245856,0.0018589943,0.0018970027,0.0018517190,0.0027674931,0.0028053490,0.0028404361,0.0018757705,0.0018534739,0.0018542859,0.0018161146,0.0018528518,0.0018283923,0.0018518543,0.0018308464,0.0018512324,0.0018817095,0.0018277703,0.0018291496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WF5,0.0107026468,0.0107009414,0.0118086982,0.0088233608,0.0089309514,0.0096053956,0.0096992194,0.0086666342,0.0099059760,0.0094796856,0.0093633256,0.0059140889,0.0056474736,0.0053564176,0.0055114359,0.0052990986,0.0053486069,0.0053083574,0.0032469104,0.0031402079,0.0031404178,0.0031553892,0.0035622969,0.0036084658,0.0017080768,0.0017002288,0.0017251467,0.0015639094,0.0016305068,0.0015470958,0.0018420957,0.0018730237,0.0018302496,0.0017447372,0.0016980208,0.0017919540,0.0016917969,0.0017547069,0.0016663570,0.0016641496,0.0017047184,0.0016736055,0.0017019919,0.0017522315,0.0017173677,0.0026587741,0.0028482575,0.0026513017,0.0017611855,0.0017185426,0.0017112330,0.0016734263,0.0017175463,0.0016977804,0.0017095579,0.0017113158,0.0017085129,0.0017628865,0.0017085524,0.0016922553,0.0001260224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WG5,0.0108726357,0.0107132164,0.0119400484,0.0089108431,0.0089367033,0.0096454055,0.0098066978,0.0086933199,0.0099541372,0.0095278651,0.0094150622,0.0059965525,0.0057190914,0.0053959955,0.0055243087,0.0053187240,0.0053174827,0.0053699752,0.0032752831,0.0032073951,0.0032165433,0.0032298869,0.0035745609,0.0036122301,0.0013543180,0.0013465244,0.0014329813,0.0003118997,0.0003633749,0.0000236264,0.0014253946,0.0014557616,0.0014596077,0.0013904748,0.0013499294,0.0014136774,0.0013518040,0.0013983468,0.0012417217,0.0012525219,0.0017808604,0.0017683534,0.0017774038,0.0017981000,0.0017701882,0.0026973807,0.0029044223,0.0027528046,0.0018291358,0.0017781574,0.0018101417,0.0016862311,0.0017620854,0.0017050294,0.0018317683,0.0018062083,0.0018305128,0.0017908565,0.0017367814,0.0016992106,0.0016634969,0.0015670200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WH5,0.0108153111,0.0107428973,0.0120316773,0.0090442789,0.0091260411,0.0096708224,0.0097340006,0.0086912106,0.0100199019,0.0094837061,0.0092813893,0.0060927582,0.0058302447,0.0055071056,0.0056187777,0.0053723906,0.0053853594,0.0053811969,0.0033993840,0.0032910988,0.0033081503,0.0033073540,0.0037444181,0.0038072610,0.0017956721,0.0017878172,0.0018357776,0.0017539758,0.0018031649,0.0017691572,0.0019063012,0.0019372085,0.0019014328,0.0018395105,0.0019036327,0.0018644337,0.0017693241,0.0019839729,0.0018566222,0.0018767431,0.0019173903,0.0019069344,0.0019224314,0.0019188714,0.0019145101,0.0028827403,0.0029316136,0.0029314855,0.0020057365,0.0018845194,0.0018784004,0.0018546213,0.0019072449,0.0018486283,0.0019073580,0.0019406108,0.0019060714,0.0019051809,0.0018585868,0.0018286034,0.0004804114,0.0005060820,0.0017947212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WA6,0.0108967997,0.0107311703,0.0119648067,0.0089237189,0.0090437252,0.0096836056,0.0098369741,0.0087299152,0.0100414046,0.0095597713,0.0094820753,0.0059698516,0.0056924336,0.0054346167,0.0055446917,0.0053420606,0.0053754929,0.0053851240,0.0033542748,0.0032485849,0.0032568738,0.0032631843,0.0036805715,0.0036548677,0.0017844288,0.0017766232,0.0018245052,0.0015944465,0.0016862380,0.0016038420,0.0019260153,0.0019559847,0.0019305842,0.0018448768,0.0017918190,0.0018841902,0.0017540954,0.0018545649,0.0017281146,0.0017137424,0.0017747446,0.0017602220,0.0017781078,0.0017813689,0.0017786210,0.0027553051,0.0029443969,0.0027463927,0.0018355163,0.0017399875,0.0017639995,0.0017109627,0.0017701135,0.0017027251,0.0017701350,0.0017906866,0.0017691831,0.0017919205,0.0017454156,0.0017229330,0.0004470941,0.0003611778,0.0016124795,0.0002749491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WB6,0.0109475571,0.0107573937,0.0119756183,0.0089137393,0.0089797724,0.0096919660,0.0098202668,0.0087061971,0.0099973135,0.0095704127,0.0094598424,0.0060306502,0.0057528580,0.0054100352,0.0055989687,0.0053504483,0.0053760997,0.0053964686,0.0033141151,0.0032772185,0.0032564878,0.0032847440,0.0035733941,0.0036495632,0.0013475678,0.0013398131,0.0014339725,0.0003027412,0.0004408000,0.0002197256,0.0014493291,0.0014795328,0.0014605941,0.0014076236,0.0013827280,0.0014449227,0.0013378511,0.0014236146,0.0012438234,0.0012869745,0.0018040194,0.0018072960,0.0018153717,0.0018377834,0.0018081893,0.0026860678,0.0028975033,0.0027776709,0.0018539102,0.0018083488,0.0018332242,0.0017174582,0.0017845603,0.0017449379,0.0018228166,0.0017963758,0.0018215874,0.0018209446,0.0017672342,0.0016909071,0.0016860965,0.0015980534,0.0002255509,0.0017883577,0.0016290500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001_WC6,0.0109560276,0.0107304978,0.0119944831,0.0089298444,0.0090061230,0.0097312908,0.0098143686,0.0087249492,0.0099897213,0.0095992547,0.0094434407,0.0060342008,0.0057674928,0.0053940047,0.0056106915,0.0053629935,0.0053851045,0.0054081028,0.0033559723,0.0033185568,0.0032984306,0.0033268088,0.0036083154,0.0036617600,0.0013332976,0.0013255359,0.0014196812,0.0003339338,0.0004648969,0.0002355920,0.0014350413,0.0014653804,0.0014696246,0.0014246279,0.0013991928,0.0014618099,0.0013551940,0.0014092297,0.0012604581,0.0012721189,0.0017896579,0.0017925396,0.0018010509,0.0017763721,0.0017941517,0.0027032352,0.0029077043,0.0027792882,0.0018702376,0.0018254635,0.0018658009,0.0017343136,0.0018017753,0.0017622754,0.0018087980,0.0017833958,0.0018077456,0.0017992541,0.0017454906,0.0017079620,0.0017035425,0.0016160869,0.0002491238,0.0018126549,0.0016615600,0.0000309739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
